Area,Room,Parking,Warehouse,Elevator,Address,Price(USD),tartib
94,2,1,1,0,Amirabad,113333.33,2292
65,2,1,1,0,West Ferdows Boulevard,71666.67,2293
57,1,1,1,0,Valiasr,25000,2294
79,2,1,1,1,Parand,13666.67,2295
60,2,0,1,0,Jeyhoon,21666.67,2296
68,2,1,1,1,West Ferdows Boulevard,76666.67,2297
86,2,1,1,0,Firoozkooh Kuhsar,25000,2298
80,2,1,1,1,West Ferdows Boulevard,90000,2299
68,2,1,1,0,West Ferdows Boulevard,76666.67,2300
43,1,1,1,0,Narmak,44333.33,2301
55,1,1,1,1,West Ferdows Boulevard,63333.33,2302
77,2,1,1,1,Northern Janatabad,89333.33,2303
58,1,0,0,0,Parand,10500,2304
62,1,1,0,1,Ostad Moein,48000,2305
65,2,1,1,0,West Ferdows Boulevard,73333.33,2306
60,1,1,1,1,Salsabil,51000,2307
35,1,0,1,0,Salsabil,22000,2308
54,1,0,1,0,Azarbaijan,36666.67,2309
70,2,1,1,1,Southern Program Organization,75000,2310
122,3,1,1,1,Ghoba,223333.33,2311
54,1,0,1,0,Salsabil,30033.33,2312
80,2,1,1,1,Shahryar,28333.33,2313
71,2,1,1,1,Salsabil,58333.33,2314
220,4,1,1,0,Shahryar,250000,2315
61,1,0,1,0,Qasr-od-Dasht,27933.33,2316
49,1,0,1,0,Hashemi,35933.33,2317
55,2,1,1,1,Salsabil,44985,2318
41,1,0,1,0,Hashemi,28000,2319
64,2,1,1,0,Salsabil,36666.67,2320
240,4,1,1,0,Andisheh,143333.33,2321
32,1,0,1,0,Hashemi,20333.33,2322
52,1,0,1,0,Hashemi,32000,2323
50,1,0,1,0,Salsabil,21333.33,2324
32,1,0,1,1,Eskandari,31333.33,2325
40,1,1,1,1,Azarbaijan,38333.33,2326
73,1,0,1,1,Komeil,48666.67,2327
50,1,1,1,0,Andisheh,25166.67,2328
45,1,0,1,0,Jeyhoon,24833.33,2329
65,2,1,1,0,Qasr-od-Dasht,42666.67,2330
51,1,1,1,1,Salsabil,38333.33,2331
300,3,1,1,0,Golestan,800000,2332
100,2,1,1,0,Pardis,90000,2333
55,2,1,1,1,Azarbaijan,33333.33,2334
200,2,0,0,0,Kahrizak,88333.33,2335
38,1,1,1,1,Karoon,38000,2336
140,3,1,1,1,Farmanieh,310000,2337
58,1,1,1,0,Central Janatabad,66666.67,2339
67,2,0,1,1,Jeyhoon,40000,2340
57,1,1,1,0,Salsabil,29000,2341
53,2,1,1,0,Jeyhoon,36666.67,2342
95,2,1,1,1,Niavaran,296666.67,2343
128,3,1,1,1,Pirouzi,145000,2344
62,2,0,0,1,Parand,11666.67,2345
60,1,0,1,0,Salsabil,37666.67,2346
52,1,1,1,0,Salsabil,36666.67,2347
52,1,0,1,0,Jeyhoon,38336.67,2348
45,1,0,1,1,Karoon,32166.67,2349
60,1,1,1,1,Ekhtiarieh,100000,2350
83,2,0,1,1,Valiasr,56666.67,2351
211,3,1,1,1,Marzdaran,526666.67,2352
65,2,1,1,0,Karoon,47666.67,2353
115,2,0,1,0,Ostad Moein,43333.33,2354
70,2,1,1,0,Central Janatabad,70000,2355
51,1,0,1,0,Salsabil,29000,2356
100,2,1,1,1,Niavaran,250000,2357
115,2,1,1,1,Zaferanieh,340000,2358
160,3,1,1,1,Niavaran,583333.33,2359
107,2,1,1,1,Hekmat,216666.67,2360
82,2,1,0,1,Parand,16666.67,2361
135,2,1,1,1,Zaferanieh,600000,2362
198,3,1,1,1,Ekhtiarieh,600000,2363
85,2,1,1,1,Andisheh,36666.67,2364
92,2,1,1,1,Shams Abad,108333.33,2365
115,2,1,1,1,Zaferanieh,600000,2366
137,3,1,1,1,ShahrAra,240000,2367
65,1,1,1,1,East Ferdows Boulevard,72333.33,2368
175,3,1,1,1,Farmanieh,733333.33,2369
95,2,1,1,1,Gheitarieh,326666.67,2370
225,3,1,1,1,Farmanieh,1283333.33,2371
270,4,1,1,1,Niavaran,1166666.67,2372
200,3,1,1,1,Niavaran,1133333.33,2373
60,1,1,1,1,Northern Chitgar,40000,2374
88,2,0,1,1,Shams Abad,111666.67,2375
250,3,1,1,1,Niavaran,1133333.33,2376
55,1,0,1,0,Pirouzi,53333.33,2377
91,2,1,1,1,Ostad Moein,81166.67,2378
80,2,1,1,0,Punak,93333.33,2379
74,2,0,0,0,Parand,14666.67,2380
90,2,1,1,0,Pirouzi,56666.67,2381
43,1,0,1,1,Si Metri Ji,25000,2382
78,2,0,1,1,Parand,14333.33,2383
72,2,1,0,1,Parand,12833.33,2384
100,2,0,0,0,Kahrizak,40000,2385
110,2,1,0,0,Amirabad,133333.33,2386
62,1,0,1,0,Islamshahr,19333.33,2387
120,1,0,0,0,Afsarieh,105000,2388
120,2,1,1,1,Ekhtiarieh,300000,2389
64,2,1,1,1,Ostad Moein,59666.67,2390
147,3,1,1,1,Saadat Abad,303800,2391
140,3,1,1,1,Kamranieh,270000,2392
170,3,1,1,1,Heravi,266333.33,2393
109,2,1,1,1,Heravi,236666.67,2394
310,3,1,1,1,Aqdasieh,2480000,2395
283,3,1,1,1,Farmanieh,1128000,2396
66,1,0,0,0,Shahedshahr,9900,2397
75,2,0,1,0,Golestan,20000,2398
63,2,1,1,1,Ostad Moein,55666.67,2399
77,2,1,1,1,Gholhak,206666.67,2400
59,2,1,1,1,Shahr-e-Ziba,53333.33,2401
220,5,1,0,0,Andisheh,216666.67,2402
66,2,1,1,0,Southern Program Organization,66666.67,2403
80,2,1,1,0,Shahr-e-Ziba,81666.67,2404
55,1,0,0,1,Northren Jamalzadeh,51333.33,2405
63,2,0,1,0,Andisheh,13666.67,2406
92,2,1,1,1,Punak,133333.33,2407
88,2,1,1,1,Shahrake Gharb,175000,2408
98,2,1,1,1,Pardis,25666.67,2409
75,2,1,1,1,Jeyhoon,66000,2410
114,2,1,1,1,Pakdasht,36666.67,2411
80,2,1,1,1,Punak,100000,2412
50,1,0,0,0,Shahrake Qods,12666.67,2413
66,2,1,1,1,Punak,98333.33,2414
102,2,1,1,1,Sattarkhan,21666.67,2415
72,2,1,1,1,Punak,106666.67,2416
62,1,0,0,0,Qasr-od-Dasht,62000,2417
110,2,0,1,1,Pakdasht,28000,2418
70,2,1,1,1,Zafar,175000,2419
115,2,1,1,1,Saadat Abad,200000,2420
55,1,0,1,0,West Ferdows Boulevard,51666.67,2421
71,2,1,1,0,Jeyhoon,59333.33,2422
58,1,1,1,1,West Ferdows Boulevard,68333.33,2423
125,2,1,1,1,Shahrake Qods,45833.33,2424
42,1,1,0,1,Shahran,58333.33,2425
66,2,1,1,0,Narmak,73333.33,2426
130,4,0,0,0,Mehrabad,206666.67,2428
65,1,1,1,1,Southern Program Organization,81666.67,2429
39,1,0,0,0,Salsabil,25333.33,2430
60,2,0,1,1,Qasr-od-Dasht,61666.67,2431
75,2,1,1,1,Salsabil,75333.33,2432
70,1,0,1,0,Salsabil,39333.33,2433
57,2,1,1,1,Salsabil,53333.33,2434
39,1,0,1,0,Salsabil,26666.67,2435
70,2,0,0,0,Tehran Now,56666.67,2436
110,2,1,1,1,Ekhtiarieh,216666.67,2437
47,1,0,1,0,Qasr-od-Dasht,29000,2438
114,2,0,0,0,Northern Suhrawardi,216666.67,2439
60,1,0,1,1,Southern Suhrawardi,73666.67,2440
115,3,1,1,1,Islamshahr,55000,2441
110,3,1,1,1,Heravi,195000,2442
78,2,1,1,1,Jeyhoon,68333.33,2443
80,2,1,1,1,Ekhtiarieh,146666.67,2444
78,2,0,0,1,Parand,14000,2445
73,2,1,1,0,Andisheh,28933.33,2446
95,2,1,1,1,Andisheh,40000,2447
63,2,1,1,0,Azarbaijan,46333.33,2448
98,2,1,1,1,Andisheh,45666.67,2449
105,2,1,1,1,Islamshahr,50000,2450
50,1,1,1,0,Tehransar,41666.67,2451
51,1,0,1,1,Kahrizak,20333.33,2452
125,2,1,1,1,Dezashib,375000,2453
105,3,1,1,1,Kahrizak,38500,2454
55,1,0,1,1,Kahrizak,22000,2455
105,2,1,1,1,Kahrizak,38666.67,2456
105,3,1,1,1,Kahrizak,43733.33,2457
70,2,1,1,1,Kahrizak,23800,2458
82,2,1,1,1,Kahrizak,27333.33,2459
50,1,1,1,1,Mirdamad,108333.33,2460
105,2,1,1,1,Pardis,25333.33,2461
110,2,1,1,1,Gholhak,293333.33,2462
85,2,1,1,1,Kahrizak,28333.33,2463
78,2,1,1,0,Punak,103333.33,2464
106,2,1,1,1,Pardis,16833.33,2465
95,2,1,1,1,Gheitarieh,190000,2466
62,1,1,0,1,Tehransar,51000,2467
78,2,0,0,0,Damavand,16333.33,2468
225,4,1,1,1,Kamranieh,675000,2469
72,2,1,1,0,Shahran,86666.67,2470
50,1,1,0,0,Parand,12500,2471
50,1,0,1,0,Abuzar,28333.33,2472
103,2,0,1,0,Northern Suhrawardi,130000,2473
47,1,1,1,0,Dolatabad,23166.67,2474
90,2,1,1,1,Karoon,66666.67,2475
80,2,1,1,1,Punak,125333.33,2476
450,4,1,1,1,Niavaran,833333.33,2477
72,2,1,1,1,Salsabil,56666.67,2478
258,4,1,1,0,Jordan,400000,2479
98,2,1,1,1,Salsabil,87666.67,2480
130,3,0,1,0,Shahrake Qods,20000,2481
700,3,1,1,0,Damavand,150000,2482
104,2,1,1,1,Shahrake Qods,30000,2483
140,3,1,1,1,Ekhtiarieh,366666.67,2484
96,2,1,1,1,Shahran,116666.67,2485
58,1,0,1,0,Shahrake Qods,13333.33,2486
150,3,1,1,1,Salsabil,150000,2487
55,2,1,1,0,Shahran,62333.33,2488
60,1,0,0,0,Shahrake Qods,14333.33,2489
98,2,1,1,1,Pardis,26333.33,2490
85,2,1,1,1,Shahrake Qods,22333.33,2491
85,2,1,0,1,Elm-o-Sanat,111666.67,2492
97,2,1,1,1,Punak,156666.67,2493
80,2,1,1,1,Hor Square,62483.33,2494
57,1,0,0,1,Niavaran,120000,2495
63,1,1,1,0,Jeyhoon,40000,2496
85,2,1,1,1,Hor Square,65243.33,2497
70,2,1,1,1,Hor Square,13333.33,2498
100,2,1,1,1,Hor Square,76130,2499
90,2,1,1,1,Hor Square,69038.33,2500
75,2,0,0,0,Parand,12166.67,2501
42,1,1,0,0,Nezamabad,27833.33,2502
250,4,1,1,1,Zaferanieh,625000,2503
83,2,1,1,1,Dolatabad,49666.67,2504
90,2,1,1,1,Damavand,20166.67,2505
72,2,1,1,1,Razi,40200,2506
52,1,0,0,0,Damavand,12500,2507
106,2,1,1,1,Damavand,78666.67,2508
73,2,1,1,1,Parand,12833.33,2509
100,2,1,1,1,Razi,61666.67,2510
85,2,1,1,0,Shahrake Qods,21333.33,2511
49,1,0,0,0,Abuzar,34000,2512
115,2,1,1,1,East Pars,180000,2513
127,2,1,1,1,Narmak,160866.67,2514
93,2,0,1,1,Gisha,120000,2515
47,1,0,0,0,Islamshahr,9833.33,2516
117,3,1,1,1,Tarasht,148000,2517
182,3,1,1,1,Marzdaran,386666.67,2518
160,3,1,1,1,Azarbaijan,100000,2519
181,3,1,1,1,Marzdaran,433333.33,2520
163,3,1,1,1,Marzdaran,370000,2521
83,2,1,1,0,Damavand,51666.67,2522
142,3,1,1,1,Heravi,215500,2523
92,2,1,1,1,Pardis,18833.33,2524
100,2,1,0,1,Parand,30000,2525
60,1,1,1,0,Parand,22000,2526
58,1,0,0,1,Parand,10666.67,2527
58,1,0,0,1,Parand,10666.67,2528
85,2,1,1,1,Pardis,21666.67,2529
87,2,1,1,1,Pardis,22666.67,2530
78,2,0,0,1,Parand,12333.33,2531
88,1,0,0,1,Parand,12666.67,2532
210,4,1,1,0,Narmak,766666.67,2533
72,2,1,1,1,Razi,13700,2534
101,2,1,1,1,Feiz Garden,151666.67,2535
68,2,0,1,1,Parand,10333.33,2536
60,1,0,1,1,Islamshahr,22000,2537
65,2,0,1,1,Islamshahr,26000,2538
117,2,1,1,1,Shahrake Gharb,353333.33,2539
96,1,0,0,0,Islamshahr,56666.67,2540
98,2,1,1,1,Pardis,30333.33,2541
52,1,1,1,0,Andisheh,22333.33,2542
85,2,1,1,1,Punak,113333.33,2543
62,2,1,1,1,Punak,58333.33,2544
74,2,0,0,0,Parand,14000,2545
74,2,0,0,1,Parand,10166.67,2546
58,1,0,0,0,Parand,8500,2547
125,3,1,1,0,Parand,55000,2548
75,2,0,0,1,Parand,11500,2549
58,5,0,0,1,Parand,9833.33,2550
74,2,1,1,1,Parand,30000,2551
45,1,0,1,1,Pirouzi,41666.67,2552
58,1,1,1,1,Parand,9166.67,2553
75,2,0,0,0,Parand,8166.67,2554
75,2,1,0,1,Parand,10166.67,2555
88,2,1,1,1,Southern Janatabad,116666.67,2556
130,2,1,1,0,Jeyhoon,173333.33,2557
120,2,1,1,1,Majidieh,54000,2558
85,2,1,1,1,Central Janatabad,110000,2559
150,3,1,1,1,Punak,226666.67,2560
165,3,1,1,1,Gheitarieh,328333.33,2561
240,4,1,1,0,Andisheh,190000,2562
76,2,1,1,0,West Ferdows Boulevard,66333.33,2563
120,2,1,1,1,Shahrake Gharb,326666.67,2564
165,3,0,1,0,Heshmatieh,137500,2565
165,3,0,1,0,Heshmatieh,137500,2566
130,2,1,1,0,Jeyhoon,173333.33,2567
73,2,1,0,0,Central Janatabad,91666.67,2568
70,2,1,1,1,East Ferdows Boulevard,91666.67,2569
120,3,1,1,1,Shahr-e-Ziba,151000,2570
79,2,1,1,1,Persian Gulf Martyrs Lake,83333.33,2571
90,2,1,1,1,Shahrake Qods,32666.67,2572
128,2,0,1,0,Parand,31666.67,2573
75,2,1,1,1,Southern Janatabad,76666.67,2574
94,2,1,1,1,Taslihat,88333.33,2575
106,2,1,1,1,Pakdasht,30000,2576
72,2,1,1,1,Punak,76666.67,2577
208,2,1,1,0,Persian Gulf Martyrs Lake,383333.33,2578
126,3,1,1,1,Zafar,255866.67,2579
105,2,1,1,0,Rudhen,36666.67,2580
216,4,1,1,0,Andisheh,190000,2581
92,2,0,1,1,Kazemabad,100000,2582
80,2,1,1,1,Si Metri Ji,47000,2583
130,1,1,1,0,Damavand,283333.33,2584
300,4,1,1,1,Tajrish,300000,2585
73,2,1,1,1,Persian Gulf Martyrs Lake,73333.33,2586
100,2,0,1,1,Shahedshahr,23333.33,2587
80,2,1,1,0,Islamshahr,36666.67,2588
105,2,1,1,1,Feiz Garden,151666.67,2589
59,1,1,1,1,Narmak,70000,2590
41,1,1,1,0,Si Metri Ji,26000,2591
85,2,1,1,1,Zafar,166666.67,2592
66,1,0,1,0,Shahran,61666.67,2593
90,2,1,1,1,Ekhtiarieh,200000,2594
78,2,0,0,1,Parand,13500,2595
113,2,1,1,0,Islamshahr,50666.67,2596
88,2,1,1,1,Central Janatabad,133333.33,2597
96,2,0,0,0,Haft Tir,95000,2598
180,5,1,1,0,Shahrake Gharb,960000,2599
59,2,0,1,0,Karoon,35666.67,2600
58,2,0,1,1,Qasr-od-Dasht,42333.33,2601
46,1,0,1,0,Jeyhoon,33766.67,2602
67,1,1,1,1,Shams Abad,86666.67,2603
57,2,0,0,0,Salsabil,36333.33,2604
95,2,1,1,1,Central Janatabad,133333.33,2605
73,1,1,1,1,Pakdasht,16000,2606
87,2,1,1,1,Pardis,21933.33,2607
122,4,1,0,1,Keshavarz Boulevard,80666.67,2608
50,1,0,0,0,Karoon,33333.33,2609
62,1,0,0,0,Karoon,34000,2610
86,2,1,1,1,Pasdaran,180000,2611
53,1,0,0,0,Jeyhoon,30000,2612
100,2,1,1,1,Persian Gulf Martyrs Lake,14500,2613
55,1,1,1,0,Robat Karim,10166.67,2614
58,1,0,0,1,Parand,10166.67,2615
78,2,1,1,0,Islamshahr,33333.33,2616
145,3,1,1,1,Elahieh,338333.33,2617
110,2,1,1,1,Yousef Abad,200000,2618
64,1,1,1,1,Robat Karim,11666.67,2619
86,2,0,1,0,East Pars,40133.33,2620
75,2,0,0,0,Damavand,17333.33,2621
110,2,1,1,1,Feiz Garden,151666.67,2622
71,2,0,0,0,West Ferdows Boulevard,66666.67,2623
90,2,1,1,1,Southern Janatabad,125000,2624
63,1,1,0,1,Pirouzi,71766.67,2625
50,0,1,1,1,Northern Chitgar,11500,2626
85,2,1,0,1,Pardis,24333.33,2627
83,2,1,1,1,Pasdaran,156666.67,2628
175,3,1,1,1,Elahieh,583333.33,2629
57,1,1,1,1,Pasdaran,123333.33,2630
66,2,0,0,0,Feiz Garden,58333.33,2631
74,2,1,1,1,Shahran,79666.67,2632
45,1,1,0,1,Ray - Pilgosh,33000,2633
78,2,1,1,1,Ekhtiarieh,156666.67,2634
75,2,0,1,1,Parand,9333.33,2635
103,2,1,1,1,Islamshahr,48066.67,2636
61,1,0,0,0,Feiz Garden,60000,2637
124,3,1,1,1,Shahr-e-Ziba,130000,2638
62,1,0,0,0,Damavand,23666.67,2639
110,2,1,1,1,Gholhak,233333.33,2640
180,3,1,1,1,Pasdaran,433333.33,2641
40,1,1,1,0,Andisheh,8666.67,2642
95,2,1,1,1,Republic,48333.33,2643
104,2,1,1,0,Tehran Now,73333.33,2644
37,1,1,1,0,Andisheh,11500,2645
60,1,1,1,0,Shahryar,20000,2646
69,2,1,1,1,Shahran,86666.67,2647
700,3,1,1,0,Damavand,233333.33,2648
60,1,1,1,1,Northern Chitgar,29166.67,2649
95,2,1,0,1,Niavaran,300000,2650
51,1,1,1,0,Andisheh,22333.33,2651
106,2,1,1,1,Zargandeh,186666.67,2652
100,2,1,1,1,Narmak,106666.67,2653
80,2,1,1,1,Koohsar,80000,2654
78,2,1,1,1,Ghiyamdasht,21333.33,2655
90,2,1,1,1,Damavand,45000,2656
95,2,0,1,1,Saadat Abad,316666.67,2657
86,3,0,1,1,Parand,11000,2658
65,1,1,1,1,Golestan,12000,2659
102,1,0,1,0,Islamshahr,55000,2660
75,2,1,1,1,Southern Janatabad,90000,2661
150,5,1,1,0,Shahr-e-Ziba,356666.67,2662
60,1,1,1,1,Parand,13000,2663
72,1,1,1,1,Elahieh,275000,2664
93,2,0,0,0,Pirouzi,183333.33,2665
106,2,1,1,1,Gholhak,213333.33,2666
48,1,0,1,0,Shahedshahr,7000,2667
75,2,1,1,0,Southern Janatabad,70000,2668
163,2,1,1,1,Farmanieh,326000,2669
138,3,1,1,1,Kahrizak,41400,2670
119,2,1,1,1,Shahran,133333.33,2671
65,2,1,1,1,Abazar,83333.33,2672
57,1,0,0,1,Pakdasht,15000,2673
74,2,0,1,1,Telecommunication,26000,2674
119,3,1,1,1,Shahran,183333.33,2675
75,2,0,1,1,Parand,9333.33,2676
68,1,0,0,0,Islamshahr,27166.67,2677
180,4,1,1,1,Northern Chitgar,90666.67,2678
70,1,1,1,1,Hakimiyeh,77000,2679
58,1,0,0,0,Parand,8500,2680
60,1,1,1,1,Qasr-od-Dasht,66166.67,2681
88,2,0,1,0,Air force,83333.33,2682
82,2,1,1,1,Shahran,93333.33,2683
63,1,1,1,1,Ray,37800,2684
120,3,1,1,1,Northern Chitgar,58333.33,2685
56,1,0,0,0,Republic,63333.33,2686
75,2,1,0,1,Saadat Abad,128333.33,2687
60,1,0,1,0,Golestan,14000,2688
50,2,1,1,1,Persian Gulf Martyrs Lake,11000,2689
253,5,1,1,0,North Program Organization,1012000,2690
111,2,1,1,1,East Ferdows Boulevard,133000,2691
105,3,1,1,1,North Program Organization,199500,2692
92,1,1,1,1,Niavaran,210000,2693
350,4,1,1,1,Gheitarieh,1166666.67,2694
100,2,1,1,1,Mirza Shirazi,136666.67,2695
150,3,1,1,1,Northern Chitgar,74666.67,2696
94,2,0,1,0,Northren Jamalzadeh,80000,2697
140,3,1,1,1,Northren Jamalzadeh,223333.33,2698
65,4,1,1,0,Yousef Abad,283333.33,2699
84,2,1,1,1,Northren Jamalzadeh,86666.67,2700
114,2,1,1,1,Mehran,228000,2701
114,2,1,1,1,Northren Jamalzadeh,183333.33,2702
40,1,1,0,1,Northren Jamalzadeh,50000,2703
82,2,0,0,1,Parand,11766.67,2704
87,2,1,1,1,Koohsar,78333.33,2705
86,2,0,0,1,Parand,15666.67,2706
500,5,1,1,0,Gandhi,2333333.33,2707
61,1,0,1,0,Shahr-e-Ziba,49666.67,2708
96,2,1,1,1,Shahr-e-Ziba,176000,2709
90,2,1,1,1,Shahran,113333.33,2710
135,3,1,1,1,Northren Jamalzadeh,200000,2711
58,1,0,0,1,Parand,9833.33,2712
114,2,1,1,1,Gholhak,251666.67,2713
75,2,0,0,0,Parand,12666.67,2714
90,2,1,1,1,Northren Jamalzadeh,115000,2715
90,2,1,1,1,Shahr-e-Ziba,96666.67,2716
90,2,1,1,1,Shahr-e-Ziba,96666.67,2717
100,2,1,1,1,Narmak,126666.67,2718
82,2,1,1,1,Si Metri Ji,53333.33,2719
58,2,1,1,0,Andisheh,25133.33,2720
70,2,1,1,1,Karimkhan,106666.67,2721
110,0,1,1,1,Parand,3400,2722
303,5,1,1,0,Argentina,1111000,2723
83,2,0,0,1,Parand,16666.67,2724
75,2,1,1,1,Parand,8333.33,2725
114,2,1,1,1,Mehran,228000,2726
60,2,1,1,0,Central Janatabad,70000,2727
54,1,0,0,0,Parand,8666.67,2728
75,2,1,1,1,Parand,13000,2730
78,2,1,0,1,Parand,13333.33,2731
78,2,0,0,1,Parand,13166.67,2732
95,2,1,1,1,Marzdaran,136166.67,2733
100,2,1,1,1,Ostad Moein,105000,2734
75,2,0,1,1,Parand,13233.33,2735
114,2,1,1,1,Seyed Khandan,228000,2736
50,1,0,0,0,Malard,8333.33,2737
75,2,1,0,1,Feiz Garden,90000,2738
105,2,1,1,1,Afsarieh,80000,2739
141,3,1,1,1,Shahrake Quds,70500,2740
74,2,0,1,0,Pirouzi,53333.33,2741
38,1,1,1,0,Fallah,21666.67,2742
80,1,1,1,1,Gheitarieh,28333.33,2743
102,2,1,1,1,Safadasht,31280,2744
110,2,1,1,1,Niavaran,354666.67,2745
98,2,0,0,0,Shahrake Qods,27666.67,2746
57,1,1,1,1,Ostad Moein,53333.33,2747
45,1,0,1,1,Si Metri Ji,29666.67,2748
105,2,1,1,1,Jeyhoon,83333.33,2749
135,2,1,1,0,Rudhen,116666.67,2750
65,1,0,0,1,Saadat Abad,116333.33,2751
88,2,0,1,1,Shahrake Quds,25000,2752
110,2,1,1,1,West Ferdows Boulevard,168333.33,2753
63,2,1,1,1,Northren Jamalzadeh,86666.67,2754
94,2,0,1,0,Northren Jamalzadeh,80000,2755
45,1,0,1,0,Karoon,29666.67,2756
40,1,0,1,0,Azarbaijan,33333.33,2757
100,2,0,0,0,Northren Jamalzadeh,120000,2758
89,2,1,1,0,Amirabad,116666.67,2759
65,2,1,1,0,Afsarieh,44333.33,2760
125,2,1,1,1,Central Janatabad,208333.33,2761
125,2,1,1,1,Central Janatabad,208333.33,2762
136,3,1,1,1,Pasdaran,243333.33,2763
150,3,1,1,1,Heravi,253333.33,2764
55,1,0,1,0,West Ferdows Boulevard,52666.67,2765
130,3,1,1,1,Seyed Khandan,281666.67,2766
73,2,0,1,0,West Ferdows Boulevard,61333.33,2767
85,2,1,1,1,Northren Jamalzadeh,120000,2768
63,1,1,1,1,Ostad Moein,46000,2769
100,2,1,1,1,Tajrish,190000,2770
83,2,1,1,1,Ozgol,1833.33,2771
110,3,1,1,1,Persian Gulf Martyrs Lake,105000,2772
71,2,1,1,1,North Program Organization,72000,2773
37,1,0,1,0,Hashemi,19000,2774
68,1,1,1,1,Persian Gulf Martyrs Lake,70000,2775
78,1,1,1,1,Persian Gulf Martyrs Lake,81666.67,2776
105,2,1,1,1,Persian Gulf Martyrs Lake,108333.33,2777
60,1,1,1,0,Punak,66666.67,2778
113,2,1,1,1,Karimkhan,105666.67,2779
300,5,1,1,0,Lavasan,833333.33,2780
50,2,0,1,0,Jeyhoon,24333.33,2781
60,1,0,1,0,Beryanak,27666.67,2782
37,1,0,0,0,Ostad Moein,20666.67,2783
33,1,0,1,0,Beryanak,18666.67,2784
73,2,0,1,1,Jeyhoon,52666.67,2785
59,1,0,1,0,Beryanak,29333.33,2786
95,2,1,1,1,Qarchak,48333.33,2787
75,2,0,0,0,Parand,10000,2788
65,2,0,1,1,Ostad Moein,51666.67,2789
52,1,0,1,0,Pirouzi,41666.67,2790
105,2,1,1,0,Andisheh,36666.67,2791
50,1,0,1,0,Ostad Moein,28333.33,2792
74,2,1,1,1,Pirouzi,73333.33,2793
132,3,1,0,1,Southern Suhrawardi,223333.33,2794
104,2,1,1,1,Mehran,140000,2795
50,1,0,0,0,Jeyhoon,23833.33,2796
55,1,1,1,1,Komeil,36666.67,2797
46,1,0,0,0,Komeil,23333.33,2798
55,2,0,1,1,Beryanak,34000,2799
108,2,1,1,0,Parand,38333.33,2800
68,2,1,1,1,Ostad Moein,65666.67,2801
130,2,1,1,1,Khademabad Garden,58500,2802
40,1,0,1,0,Tenant,35000,2804
63,1,0,0,1,Tenant,45000,2805
140,3,1,1,1,Mirdamad,266666.67,2806
42,1,1,1,1,Jeyhoon,30000,2807
90,2,1,1,1,Tenant,105000,2808
39,1,1,1,0,Andisheh,18333.33,2809
55,2,1,1,1,Andisheh,15000,2810
200,3,1,1,1,Shahrake Gharb,466666.67,2811
98,2,1,1,1,Si Metri Ji,65000,2812
71,2,1,1,0,Salsabil,39500,2813
50,1,0,0,1,Tenant,41666.67,2814
53,1,0,1,0,Tenant,37100,2815
60,1,1,1,1,Punak,91666.67,2816
160,3,1,1,1,Pakdasht,32666.67,2817
63,2,1,0,1,Tenant,63000,2818
96,2,1,1,1,Tenant,80000,2819
90,2,1,1,1,Tenant,76666.67,2820
120,3,1,1,1,Tenant,108000,2821
100,2,1,1,1,Tenant,86666.67,2822
80,2,1,1,1,Ostad Moein,81333.33,2823
43,1,1,1,1,Tenant,40000,2824
79,2,1,1,1,Tenant,97666.67,2825
50,1,0,0,1,Tenant,40000,2826
60,1,0,1,0,Tenant,37333.33,2827
55,1,0,0,0,Tenant,47333.33,2828
150,3,1,1,1,Dezashib,400000,2829
55,1,1,1,1,Andisheh,15000,2830
55,1,0,1,0,Tenant,38500,2831
100,2,1,1,1,Tajrish,190000,2832
60,1,1,1,0,Tenant,46666.67,2833
96,2,1,1,1,Gisha,183333.33,2834
112,2,1,1,1,Persian Gulf Martyrs Lake,110000,2835
65,2,1,1,0,Andisheh,20000,2836
100,2,1,1,1,Persian Gulf Martyrs Lake,35333.33,2837
105,2,1,1,1,Yousef Abad,186666.67,2838
125,3,1,0,0,Mirdamad,216666.67,2839
48,1,1,1,0,Jeyhoon,33166.67,2840
67,2,1,1,1,Hakimiyeh,72333.33,2841
83,2,1,1,1,Farmanieh,206666.67,2842
150,3,1,1,1,Pardis,130000,2843
100,2,1,1,1,Ostad Moein,105000,2844
111,3,1,1,1,Persian Gulf Martyrs Lake,105000,2845
53,2,0,0,0,Tenant,36666.67,2846
75,2,0,0,1,Parand,11666.67,2847
92,2,1,1,1,Sabalan,76666.67,2848
53,1,1,1,1,Jeyhoon,50000,2849
47,1,0,1,0,Karoon,26666.67,2850
330,3,1,1,1,Farmanieh,1540000,2851
44,1,1,1,0,Jeyhoon,34666.67,2852
80,2,1,1,1,Gheitarieh,200000,2853
81,2,1,1,0,Valiasr,60000,2854
117,3,1,1,1,Ostad Moein,122666.67,2855
37,1,0,1,0,Azarbaijan,31666.67,2856
82,2,1,1,1,Parand,12000,2857
98,2,1,1,1,Si Metri Ji,65000,2858
150,3,0,1,0,Zafar,200000,2859
51,1,1,1,0,Hor Square,28616.67,2860
95,2,1,1,1,Shahran,108333.33,2861
63,1,1,1,1,Ostad Moein,42666.67,2862
80,2,0,0,1,Parand,13000,2863
133,3,1,1,1,Ekhtiarieh,280000,2864
48,1,0,0,1,Fallah,23666.67,2865
185,3,1,1,1,East Ferdows Boulevard,316666.67,2866
62,1,1,1,1,Fallah,26866.67,2867
